Statement,Label,Subject,Speaker
"Wisconsin ranks No. 2 in economic growth, according to the Federal Reserve Bank of Philadelphia.",FALSE,economy,scott-walker
Says he never voted for a tax increase.,FALSE,"debt,deficit,taxes",mark-neumann
"When we lower tax rates, we generate more in revenues. That happened in 86 with the Reagan plan, happened in 2001, following the Bush plan.",TRUE,"federal-budget,taxes",saxby-chambliss
The Atlanta areas water planning district is now the national leader in conservation.,FALSE,environment,pat-stevens
"The state of Wisconsin pays plumbers, engineers and other attorneys much, much more than it pays attorneys to represent poor people.",TRUE,"legal-issues,state-budget",marla-stephens
Says Peyton Manning struggles in cold weather games.,TRUE,sports,tweets
"Under President Bush in eight years, we added $4.9 trillion to the debt. Under President Obama, weve added $5.3 trillion to the debt in the 3.5 years hes been in office.",TRUE,debt,kelly-ayotte
Minnesota has passed and Indiana has passed right to work laws making union membership and dues optional,TRUE,"economy,jobs,labor,state-budget",jeff-fitzgerald
Gov. Rick Scotts sale of the state planes was not proper.,TRUE,"legal-issues,state-budget",jd-alexander
The health care law is job killing.,FALSE,"economy,health-care",eric-cantor
Weve seen a remarkable reduction in the number of Americans being executed -- its down nearly two-thirds over the past generation.,TRUE,criminal-justice,david-frum
Onthe Iran nuclear deal,TRUE,nuclear,jacky-rosen
Q: What do these Patriotic Americans have in common? A: They are all Draft Dodgers.,FALSE,"military,patriotism",liberals-are-cool
"Outside of recall elections, theres never been a public official removed from office in Wisconsin for anything but malfeasance in office.",TRUE,"Alcohol,city-government",bob-ryan
"Half of all Americans have less than $10,000 in their savings account.",TRUE,"families,income,pensions,poverty,wealth",bernie-s
Says theres no language in the U.S. Constitution that prevents someone from running for Congress simultaneously in multiple states.,TRUE,elections,allan-levene
The United States is 50th in life expectancy in the world.,TRUE,health-care,alan-grayson
"Ebola is incredibly contagious, very transmissible and easy to catch.",FALSE,"ebola,public-health",rand-paul
"In 2010, Betty Sutton voted to destroy Medicare.",FALSE,"health-care,job-accomplishments,medicare",national-republican-congressional-committee
Travis County residents trusted me to take on Tom DeLay and we won.,FALSE,"candidates-biography,crime,criminal-justice",gary-cobb
The turnout on May 14th was just 7 percent -- the lowest turnout in decades.,TRUE,"city-government,elections",randi-shade
Eric Cantor voted to fully fund Obamacare in October.,FALSE,"health-care,voting-record",dave-brat
On support for ethanol mandates,TRUE,"agriculture,energy,gas-prices",scott-walker
The fiscal cliff agreement was the largest tax increase in history.,FALSE,"federal-budget,health-care,taxes",paul-ryan
On the mosque near ground zero.,TRUE,religion,nathan-deal
Latin Americas economy is almost as big as the economy of China.,TRUE,"economy,foreign-policy",mitt-romney
"Obama ""has no experience or background at all in national security affairs.""",FALSE,foreign-policy,john-mccain
Jim Marshall votes liberal in Washington ... and we arent fooled.,FALSE,voting-record,austin-scott
Says its not accidental that the villain in the Batman movie is named Bane.,FALSE,"pop-culture,pundits",rush-limbaugh
White House spokesman Robert Gibbs lied when he said President Obamas birth certificate is posted on the Internet.,FALSE,"candidates-biography,obama-birth-certificate",worldnetdaily
A provision in the health care reform bill for end-of-life counseling for seniors is not entirely voluntary.,FALSE,health-care,sarah-palin
"Says Scott Bruun still believes in the same old direction that George Bush had before, which is to privatize Social Security.",TRUE,social-security,kurt-schrader
"When McCain was questioned about hiring lobbyists to his campaign staff, ""his top lobbyist actually had the nerve to say, 'The American people won't care about this.' """,TRUE,"elections,ethics",barack-obama
I was speaking out on pension reform almost 17 years ago.,TRUE,"candidates-biography,debt,deficit,economy,government-regulation,history,job-accomplishments,labor,pensions,retirement,state-budget,state-finances,taxes,unions,wealth,workers",ernest-almonte
Three of our cities are among the top five worst cities in the U.S. for asthma.,TRUE,"energy,environment,government-regulation,health-care,public-health,market-regulation",lamar-alexander
The labor participation rate is at an all-time low.,FALSE,"economy,jobs",lindsey-graham
"Mike Huckabee ""supported taxpayer-funded scholarships for illegal aliens.""",TRUE,immigration,mitt-romney
"For every 33 pregnant women that walk into a Planned Parenthood clinic, 32 receive an abortion.",FALSE,"abortion,deficit,federal-budget",jean-schmidt
"Virginia spends $400,000 on abstinence programs while losing $2.5 million in federal funds due to Gov. Bob McDonnells political agenda.",TRUE,"abortion,state-budget",naral-pro-choice-america
Nearly 6 in 10 uninsured Americanscan get health insurance for what may be the equivalent of your cell phone bill.,TRUE,health-care,barack-obama
Cranstons 2014-2015 budget funds 100 percent of the local police and fire pension and other retiree benefit costs.,TRUE,"economy,income,job-accomplishments,labor,pensions,taxes,unions,workers",allan-fung
Says the 2014-15 state budget cut border security and funding to fight criminal gangs.,FALSE,"crime,immigration,state-budget",dan-patrick
Says Democratic Party created the Ku Klux Klan.,FALSE,"civil-rights,history",stephen-martin
"Says Roy Blunt secretly inserts language to benefit tobacco giant Philip Morris into a national security bill while Blunts girlfriend and son are lobbyists for the cigarette company, and just days earlier, 26 Philip Morris executives wrote checks to Blunt totaling $23,000.",TRUE,"campaign-finance,homeland-security,message-machine",commonsense-ten
Says Donald Trump mocked someone with a disability.,TRUE,disability,priorities-usa-action
"We rank below Ethiopia, Im told, in terms of our exports per capita, well below any of the other developed countries we trade with, and well below China and (South) Korea.",TRUE,"economy,foreign-policy,trade",rob-portman
"Bill Heller raises taxes. Property taxes. Small business taxes. He even wants to tax the Internet. Mr. Heller said no to balancing the federal budget, that puts more debt on our kids.",TRUE,"message-machine,taxes",jeff-brandes
"The U.S. spends $4 billion on research and development for energy, while spending $350 billion on oil from foreign countries, ""many of whom are our enemies.""",TRUE,"energy,foreign-policy,oil-spill",jeff-greene
"Says the state auditor found that 37 percent of the 428,000 students receiving free and reduced-price lunches are ineligible.",FALSE,education,michael-doherty
Says Barack Obama began his presidency going on a worldwide apology tour.,FALSE,foreign-policy,ted-cruz
"[My administration is] well represented both racially, ethnically and gender-wise.",FALSE,"city-government,diversity,women",jim-kenney
President Obama campaigned on a promise to put reproductive health care at the center of his reform plan.,TRUE,"abortion,health-care",planned-parenthood
President Obama campaign surrogate Maryland Gov. Martin OMalley acknowledged that we are not better off than we were four years ago.,TRUE,economy,chris-devaney
"Site selectors who decide where businesses expand or relocate shun closed shop states like Wisconsin in favor of Right to Work states like Iowa, Indiana and Michigan.",TRUE,workers,wisconsin-manufacturers-and-commerce
Said he opposed every budget Republican and Democrat.,TRUE,federal-budget,jim-marshall
The House of Representatives has never sued a sitting president in all of U.S. history.,TRUE,"congress,legal-issues",nancy-pelosi
Only five Texas counties account for almost 90 percent of the (states) cattle industry.,FALSE,agriculture,jeannette-vaught
"Says President Barack Obama has allowed, each year hes been here, the prosecutions of gun cases (for background check failures) to go down. ... Theyve declined every year since President Bush left office.",TRUE,"guns,legal-issues",jeff-sessions
Oregons budget has grown by 49 percent in just four years.,TRUE,state-budget,allen-alley
"We've created or saved up to 1.6 million jobs, according to the CBO -- the Congressional Budget Office -- through the Recovery Act.",TRUE,"economy,stimulus",barack-obama
Says Matt Bevin has repeatedly failed to pay his taxes.,FALSE,"ethics,taxes",mitch-mcconnell
"California Republican gubernatorial hopeful Meg Whitman ""contributed to, and campaigned, for"" Democratic Sen. Barbara Boxer.",TRUE,"campaign-finance,candidates-biography,elections,message-machine",steve-poizner
Says a Justice Department memo directs that you must openly embrace gay marriage and homosexuality.,FALSE,"families,gays-and-lesbians",louie-gohmert
"Kasichs trade deals cost Ohio thousands of jobs - 49,000 jobs to Mexico, 91,000 to China.",FALSE,"economy,message-machine,trade",ted-strickland
"Says with Jon Corzine, its the first time, I think, in history where a former Senator has been subpoenaed to testify before his former colleagues.",TRUE,history,pat-roberts
Says Donald Trump brings in hundreds of foreign workers to replace Americans.,TRUE,"immigration,labor",ted-cruz
Tuition-free public universities and colleges are just a pipe dream. False. They were both free up until the Vietnam War.,FALSE,"education,history",viral-image
Candidate Bill Byrne used campaign funds for work on his personal car.,TRUE,campaign-finance,tim-lee
Pat Toomey thinks corporations shouldnt pay any taxes.,TRUE,"corporations,message-machine,taxes",joe-sestak
A construction worker whos making $50 or $60 grand a year shouldnt be paying higher tax rates than the guy whos making $50 million a year. And thats how its working right now.,TRUE,taxes,barack-obama
"We have seized more currency, more drugs, more outbound arms in the past year than any year in our countrys history.",TRUE,"crime,guns,immigration,marijuana",janet-napolitano
"Theres never been a direct Supreme Court case on people who were here illegally, whether or not their kids are citizens.",TRUE,"immigration,legal-issues",rand-paul
Some 8.1 million of the estimated 11 million to 12 million people in this country illegally are working.,TRUE,"foreign-policy,homeland-security,immigration,market-regulation,workers",ron-johnson
"Traditionally, presidential candidates release their tax returns . . . Mitt Romney still wont.",TRUE,"candidates-biography,message-machine-2012,new-hampshire-2012,taxes,transparency",democratic-national-committee
Says he never supported federal health care individual mandate.,FALSE,"candidates-biography,government-regulation,health-care,public-health",tommy-thompson
Says the United States is in the worst recovery from an economic recession since World War II.,TRUE,economy,chris-christie
"In 1940, only 7 percentof Germans were Nazis.",FALSE,terrorism,curt-schilling
The recidivism rate is nearly 29 percent and has been climbing steadily since detainees began being released from Guantanamo.,TRUE,terrorism,saxby-chambliss
"Under Scott Walkers tax plan, the average Wisconsin taxpayer got just $11 a month. But corporations got $610 million in tax cuts. Millionaires got at least $1,400 per year.",TRUE,"corporations,income,state-budget,taxes,wealth",mary-burke
You cant raise taxes in Ohio. We are one of the highest taxed states in the country.,TRUE,"message-machine,taxes",john-kasich
Just 400 Americans -- 400 -- have more wealth than half of all Americans combined.,TRUE,"economy,poverty,state-budget",michael-moore
Says president is spending $2.2 billion to give away ObamaPhones.,FALSE,"federal-budget,public-safety",steve-stockman
Says Obama has failed to pass a budget.,FALSE,federal-budget,mitt-romney
Did you know Wisconsins AFSCME union has lost 50%+ of its members since no longer requiring membership?,TRUE,"elections,state-budget,unions",steve-buckstein
"Says Joe Sestak voted to gut Medicare ... reducing benefits for 854,489 seniors and jeopardizing access to care for millions.",FALSE,"health-care,medicare,message-machine",crossroads-gps
"Democratic tax hikes led $70 billion of wealth to leave New Jersey between 2004 and 2008, and mainly relocate to Florida, North Carolina, Virginia and Pennsylvania.",FALSE,taxes,chris-christie
Wisconsins Government Accountability Board ignored their duties and did not regularly audit voters to remove felons for a span of 16 elections.,TRUE,"elections,government-regulation",scott-walker
Says Florida had five sanctuary cities while Jeb Bush was governor.,FALSE,immigration,donald-trump
"Cover Florida ""is available to any Floridian, offering basic coverage for about $150 a month, instead of the typical $600 a month.""",FALSE,"florida,health-care",charlie-crist
Says New Hampshire had the fourth-lowest unemployment rate in the country during Maggie Hassans time in the state Senate.,TRUE,"jobs,taxes",maggie-hassan
On timing of announcement for president.,FALSE,"elections,job-accomplishments,state-budget",scott-walker
"When the presidents spokesman was asked about (Anwar) al-Awlakis son, he said he should have chosen a more responsible father.",TRUE,"civil-rights,homeland-security,legal-issues,military",rand-paul
"In 1976, the first year that Pell Grants were fully funded, a full Pell Grant paid 72 percent of the cost of attendance at a typical four-year public college. Today, a full Pell Grant covers just 34 percent of those costs.",TRUE,education,sheldon-whitehouse
"We have 17 intelligence agencies, civilian and military, who have all concluded that these espionage attacks, these cyberattacks, come from the highest levels of the Kremlin, and they are designed to influence our election.",TRUE,"elections,foreign-policy,history,homeland-security",hillary-clinton
Were destroying more businesses in the United States now than are being created for the first time in our history.,TRUE,"economy,small-business",carly-fiorina
"In Buffalos SolarCity project, Andrew Cuomo will create maybe 500 jobs if it ever happens at all, at about $1.5 million per job.",FALSE,"economy,jobs",carl-paladino
"Obama said his proposed $1,000 emergency energy rebate ""will be enough to offset the increased cost of gas for a working family over the next 4 months.""",TRUE,energy,barack-obama
Says Barack Obama has deported more people than any other president in this countrys history.,TRUE,"immigration,message-machine-2012",american-principles-action
The annual cost of free tax credits alone paid to illegal immigrants quadrupled to $4.2 billion in 2011.,TRUE,"immigration,taxes",donald-trump
Says fewer than 30 percent of Texas college students graduate in four years and only 58 percent graduate within six years.,TRUE,education,rick-perry
"In states where beer is unregulated, the per capita production is significantly higher.",FALSE,"Alcohol,market-regulation",kelli-stargel
"The average kid comes out of Virginia colleges with about $25,000-plus in debt.",TRUE,education,bob-mcdonnell
"Says Mitt Romney told university students in Ohio that to start a business, they should borrow money if you have to from your parents.",TRUE,"economy,small-business",julian-castro
"In the state of Indiana, Ive signed more than $3.5 billion in tax relief.",TRUE,"job-accomplishments,state-budget,taxes",mike-pence
Says Donald Trump never said that more nations should get nuclear weapons.,FALSE,nuclear,mike-pence
"Mayor Giuliani made New York City what's known as a 'sanctuary city,' where illegal aliens were allowed to come. And he instructed the leaders of the city not to enforce the law, not to enforce immigration law.",TRUE,immigration,mitt-romney
"Scott Walker couldnt get his own party to back more than a 500-student increase in Milwaukees school choice program, but in Indiana, Mitch Daniels voucher program is approaching 30,000 students two years after opening.",TRUE,"education,state-budget,state-finances",joy-pullmann
Rick Scott wants to take us back to the days of insurance companies denying coverage for pre-existing conditions.,TRUE,health-care,charlie-crist
Says Hillary Clinton laid the groundwork for getting chemical weapons out of Syria.,FALSE,"foreign-policy,military",claire-mccaskill
Newt Gingrich teamed with Nancy Pelosi and Al Gore on global warming.,TRUE,"climate-change,environment,message-machine-2012",restore-our-future
The Senate immigration bill unleashes a massive increase in overall immigration. Were talking about a population increase under the Senate bill of over 70 million people in 20 years.,FALSE,immigration,dan-stein
"Says a federal judge in San Antonio issued a ruling that not only could the students not pray at their graduation, if they used the word benediction, the word invocation, the word God, asked the audience to stand or asked for a moment of silence, he would put the superintendent in jail.",TRUE,"legal-issues,religion",newt-gingrich
Says he will pursue change in federal law to protect employees from extortion from a union because the Supreme Court has ruled that federal prohibitions outlawing extortion usually do not apply to unions.,FALSE,"crime,labor,legal-issues,supreme-court,unions",scott-walker
"Obama ""shunned the opportunity to talk to soldiers to thank them for their service.""",FALSE,foreign-policy,chain-email
"And while (Ted) Strickland proposed cuts for services for children, he wasted over $250,000 remodeling his bathrooms at the governors mansion.",FALSE,"candidates-biography,economy,job-accomplishments",national-republican-senatorial-committee
"In Rhode Island, only 5 percent of ozone pollution is from local or in-state sources. . . Ninety-five percent comes from outside of our borders, particularly the Midwest.",TRUE,"energy,environment,public-health,states",jack-reed
Weve had the same leadership in the Travis County DAs office for 30 years.,FALSE,"candidates-biography,legal-issues",charlie-baird
Do you know that we have pipes carrying natural gas in this country that are made of wood? Im not joking.,FALSE,"energy,pundits",bill-maher
Mitt Romney says class sizes dont matter.,TRUE,"education,message-machine-2012",barack-obama
Roy Barnes voted against a bill in the state Senate that would have made it easier to convict child abusers.,FALSE,"children,voting-record",nathan-deal
Many just call him Lyin Ted. ... HisTV ad about John Kasich? Lie! Stations had to pull it off the air.,FALSE,"campaign-finance,candidates-biography,elections,history,campaign-advertising",new-day-america
Says Republicans Mitt Romney and Paul Ryan support massive cuts in Social Security for future generations.,TRUE,"federal-budget,income,retirement,social-security",joe-biden
We created a flat tax in the state of Utah.,TRUE,taxes,jon-huntsman
We had no domestic attacks under Bush.,FALSE,"homeland-security,terrorism",rudy-giuliani
"The White House has ""refused"" international help in dealing with the oil spill.",FALSE,"energy,environment,oil-spill",george-lemieux
Says personal-injury trial lawyers have provided over 80 percent of the funding for the Texas Democratic Party for over a decade.,TRUE,"campaign-finance,legal-issues",sherry-sylvester
Says Ted Cruz never denied his father was photographedwith Lee Harvey Oswald.,FALSE,"candidates-biography,crime,history",donald-trump
The governor does not have any power to veto a referendum [on same-sex marriage] that would be a constitutional amendment.,TRUE,"civil-rights,families,gays-and-lesbians,government-regulation,human-rights,legal-issues,marriage,sexuality",christopher-plante
"Our most important work has been creating and retaining almost 55,000 Ohio jobs.",FALSE,"economy,government-efficiency,job-accomplishments",kevin-boyce
"Roy Barnes is part of the team that has run up trillions of dollars in debt that Americans will spend years paying off, and theyve done it without creating one job.",FALSE,stimulus,brian-robinson
My office sends federal money back every year.,TRUE,"congress,federal-budget",john-cornyn
We have over 25 million people who live in Texas and less than 2 percent of them have concealed handgun licenses.,TRUE,guns,jeff-wentworth
Says President Barack Obamas recent New York fundraising trip cost between $25 million and $50 million.,FALSE,"government-efficiency,pundits",donald-trump
"Says budget savings by reducing pay and benefits for federal employees total $103 billion over 10 years -- more than $50,000 per worker.",TRUE,"deficit,federal-budget,pensions,workers",jim-moran
Says hes the first Aggie governor of Texas.,TRUE,education,rick-perry
On using Gov. Scott Walkers collective-bargaining limits to help balance the city of Milwaukee budget,TRUE,"city-budget,labor,state-finances",tom-barrett
A minor cannot get a tattoo without parental consent but can get an abortion without parental consent.,TRUE,"abortion,states",marco-rubio
Daniel Webster is an advocate for a group that teaches that mothers should not work outside the home.,FALSE,"message-machine,religion,women",alan-grayson
Says New Jerseys public school students have the best Advanced Placement scores in the nation.,TRUE,education,new-jersey-education-association
The citys 30 percent set aside for affordable housing in urban renewal areas is calculated citywide -- not district by district,FALSE,housing,sam-adams
"She created the Waste, Fraud and Mismanagement Hotline.... (that) has saved Wisconsin taxpayers hundreds of thousands of dollars.",TRUE,"government-efficiency,job-accomplishments",julie-lassa
$65 million from ABC privatization will not pay for even an overpass in Tysons Corner.,FALSE,"Alcohol,transportation",richard-saslaw
This is the first time since Roe was decided in 1973 that a court has granted personhood status to the preborn.,FALSE,"abortion,children",dan-becker
Says Republican candidates in Oregon are advocating violence against gays.,FALSE,gays-and-lesbians,basic-rights-oregon
"We only have 2 percent of the oil reserves in the world, and we consume 25 percent of the world's oil on a daily basis.",TRUE,"energy,environment,oil-spill",edward-markey
The debt will soon eclipse our entire economy.,TRUE,"deficit,economy,federal-budget",paul-ryan
Dave Aronbergs career legal experience is less than two years as Asst. AG/private attorney.,FALSE,candidates-biography,dan-gelber
Says theres a 100-year-old international norm not to use chemical weapons.,TRUE,"corrections-and-updates,foreign-policy,history,human-rights,military",debbie-wasserman-schultz
Gains in Atlanta Public Schools scores on a national standardized test lend credence to dramatic score increases on state tests.,FALSE,education,beverly-hall
On signing a no-tax pledge,FALSE,taxes,mitt-romney
Says the number-one source of illegal immigration is people legally coming to the United States on a tourist visa or a student visa and then disappearing into the population and never being heard from again.,FALSE,immigration,rob-andrews
On opposing citizenship for illegal immigrants,TRUE,immigration,marco-rubio
Georgia is one of the 10 most tax-friendly states for retirees.,TRUE,"income,pensions,retirement,taxes",Kiplinger-com
Says al Qaeda has camps with the drug cartels in Mexico.,FALSE,"drugs,immigration,terrorism",louie-gohmert
"Romneycare sent costs spiraling out of control in Massachusetts, hiking premiums, squeezing household budgets.",FALSE,"health-care,message-machine-2012",winning-our-future
"Seneca Jones Timber Co., aiming to increase logging and allay fears that old growth will be cut, says mills have shifted to second-generation trees. An ad from the company asks: Do you know that most all mills in Oregon have retooled over the past 20 years?",TRUE,"environment,jobs",seneca-jones
"Members of Congress passed a pay raise for themselves of $10,000 over two years even as they voted not to raise Social Security benefits for 2010 and 2011.",FALSE,"medicare,retirement,social-security",chain-email
Says Gov. Scott Walkers proposed budget would sell off Wisconsins state parks.,FALSE,state-budget,state-democratic-party-wisconsin
Says Kelly Ayotte voted to fix background checks.,TRUE,"corrections-and-updates,guns",reclaim-america-pac
Says the Texas unemployment rate has even grown more than the nations as a whole.,TRUE,"economy,states,stimulus,workers",back-basics
"The chairman of the party of Florida, who is an avid and outward supporter of Marco Rubio, gets to appoint 30 of those delegates.",FALSE,elections,corey-lewandowski
"She said, you know, 'I voted for it, but I hoped it wouldn't pass.' That was a quote on live TV.",FALSE,bankruptcy,barack-obama
"The U.S. initially had three federal felonies: treason, piracy, and counterfeiting securities and money.",TRUE,history,paul-broun
"If you look at our tax mix, the share of corporate revenues as a percentage of our overall revenue mix has declined by about half over the last 30 years.",TRUE,"corporations,deficit,federal-budget,taxes",mark-warner
On sharing power with Republicans,FALSE,states,virginia-senate-democratic-caucus
Women (are) paid 77 cents on the dollar for doing the same work as men.,FALSE,"jobs,message-machine-2012,women",barack-obama
Says Georgia ranks near the bottom in per capita transportation spending.,TRUE,"state-budget,transportation",stacey-abrams
Says allegations that he made unwanted sexual advances on a female sheriffs deputy were found by two separate judges to not have merit.,FALSE,legal-issues,scott-jones
"The more than $800,000 raised by the Alan Grayson campaign last quarter was ""#1 among all 435 members of the U.S. House of Representatives.""",FALSE,campaign-finance,alan-grayson
Some cardiologists estimate 70 percent of all males over 50 have some form of heart disease.,TRUE,health-care,gordon-quan
"If every house in Florida had a solar-heated water tank, that would eliminate consumption by 17 percent.",TRUE,energy,jeff-kottkamp
"The Koch brothers are the richest people in the world. Individually, theyre only fifth. Put them together theyre the richest in the world.",TRUE,campaign-finance,harry-reid
"Shows in a television ad that police took evidence fromSolantic, Rick Scotts new health care company, after allegations emerged that the company was engaging in fraud.",FALSE,"health-care,legal-issues,message-machine",florida-democratic-party
"Mexican government officials hand out brochures showing individuals how they can avoid our Border Patrol, how they can get into our country.",FALSE,immigration,lamar-smith
Says Gov. Rick Perry failed to involve border sheriffs in developing plans to prevent violence in their communities.,FALSE,immigration,boyd-richie
"When Social Security started, age expectancy for the average man was 58. It was 62 -- 62 for women.",TRUE,"health-care,history,pundits,social-security",glenn-beck
Says Rep. Michele Bachmann said President Barack Obama might be to blame for the Fort Hood shootings.,FALSE,congress,facebook-posts
Wisconsin was the first state to ban public and private sector employment discrimination based on sexual orientation.,TRUE,"civil-rights,legal-issues,sexuality,workers",mark-pocan
"By fiscal year 2013, the state is expected to wipe through [HOPE scholarship] reserve funds.",TRUE,education,stacey-evans
"Hillary Clinton and Barack Obama want to raise capital gains taxes, which apply to home sales.",FALSE,taxes,chain-email
"Under Rick Scott, homeowners are paying higher (home insurance) premiums for less coverage.",TRUE,"florida,market-regulation",charlie-crist
Says the number of Democrats who voted for the GOP measure allowing health plan renewals is close to the number who voted on GOP bills to delay mandates on employers and individuals.,TRUE,"congress,health-care",nancy-pelosi
Sharron Angle wants to wipe out Social Security.,TRUE,"message-machine,social-security",harry-reid
"For the first time in history, (Thors) hammer is being held by a woman.",FALSE,pop-culture,whoopi-goldberg
Three or four countries out of roughly 60 in the anti-ISIS coalition are providing military force.,TRUE,"military,terrorism",marco-rubio
"(Koch Industries) is among the worst in toxic air pollution in the entire United States ... and churns out more climate-changing greenhouse gases than oil giants Chevron, Shell and Valero.",TRUE,environment,harry-reid
"From 2000 to 2008, we averaged about five mass shootings a year. Were now averaging 15. So thats a three-fold increase.",FALSE,"crime,guns",pierre-thomas
Lloyd Doggett made millions off companies like Bank of America while they took taxpayer bailout money.,FALSE,"candidates-biography,economy,financial-regulation",sylvia-romo
"Residents could have received nearly $48M for Local Schools, Fire District, Sheriffs Dept. and Social Services.",FALSE,county-government,freedom-and-responsibility-pac
Gingrich supported individual health insurance mandates.,TRUE,"health-care,message-machine-2012",red-white-and-blue-fund
"61 percent of non-tea party Republicans actually agree...there is solid evidence the earth is warming, ...[but] 70 percent of tea partiers, contrarily, say there is no solid evidence the earth is warming.",TRUE,"bipartisanship,cap-and-trade,climate-change,environment,market-regulation,science",sheldon-whitehouse
"Says Romney wants to take away early childhood education, slash K-12 funding, and cut college aid to pay for a $250,000 tax break for multi-millionaires.",FALSE,"education,message-machine-2012",priorities-usa-action
"Says President Barack Obama came into office very concerned about wiretappings but then he became president of the United States, he got all the briefings (and) he decided the balance is probably pretty appropriately struck.",TRUE,"terrorism,transparency",bill-kristol
You can be an NFL player with murder charges and not be suspended.,TRUE,"crime,sports",donald-trump
"During his tenure in Washington and in the Illinois State Senate, Barack Obama has accumulated a record of bipartisan success.",TRUE,job-accomplishments,barack-obama
"This year President Obama canceled the 21st annual National Day of Prayer ceremony at the White House under the ruse of not wanting to offend anyone.BUT on September 25, 2009 from 4 AM until 7 PM, a National Day of Prayer FOR THE MUSLIM RELIGION was HELD on Capitol Hill, Beside the White House.",FALSE,"islam,religion",chain-email
The Tax Foundation figures Rhode Island as the 10th highest state for state and local tax burden per capita in the country. Were the 6th worst in the country for the business tax index. Were the 3rd highest per capita in the country for all taxes.,FALSE,"economy,small-business,state-finances,taxes",peter-palumbo
Rhode Island has a [inmate] recidivism rate of over 60 percent.,TRUE,"crime,criminal-justice,economy",harold-metts
"Says former Clinton budget director Alice Rivlin said the stimulus bill ""won't actually stimulate the economy.""",FALSE,"federal-budget,stimulus",mark-sanford
Says South Carolina Gov. Nikki Haley is an immigrant.,FALSE,"candidates-biography,history,immigration",ann-coulter
"Tim Kaine doubled down in his support of devastating defense cuts, saying the the deal was the right thing to do.",TRUE,"deficit,federal-budget,military",george-allen
I've been standing up against ... the Chinese government over women's rights and standing up for human rights.,TRUE,foreign-policy,hillary-clinton
25 percent of all drug-related fatal vehicle accidents in the U.S. involve marijuana.,TRUE,"drugs,health-care",dont-let-florida-go-pot
On support for the Affordable Care Act (Obamacare).,FALSE,health-care,charlie-crist
Kendrick Meek is the only candidate who has consistently been against expanded drilling.,TRUE,energy,kendrick-meek
The total unemployment rate for Hispanic or Latino workers has increased from 10% to 10.3% between January 2009 and March 2012.,FALSE,jobs,mitt-romney
"Today, the United States is the most respected country on Earth.",TRUE,"foreign-policy,polls",barack-obama
"Says in the governors proposed budget the use of that, what is called one-shots, is a 500 percent increase over the last Corzine budget.",FALSE,"state-budget,state-finances",john-burzichelli
I don't answer hypotheticals.,TRUE,abc-news-week,hillary-clinton
"On Tim Kaine: In exchange for campaign contributions, he appointed a radical jihadi to the Virginia Immigration Commission.",FALSE,"campaign-finance,ethics",chain-email
We are experiencing the worst economic recovery America has ever had.,FALSE,economy,scott-walker
"When we look at the number of murders in the United States (in) 2009, we had 9,500 people murdered. When we look around the world, we see ... large countries, the U.K., Germany, Japan had 200 or less killed in a year.",TRUE,"crime,criminal-justice,guns",frank-lautenberg
The growth in health care costs has been reined in through the Affordable Care Act.,FALSE,health-care,jim-moran
"We have an increase in murder within our cities, the biggest in 45 years.",TRUE,crime,donald-trump
The minimum wage in real terms right now is below where it was when Harry Truman was in office.,TRUE,"economy,history,workers",barack-obama
There are so many loopholes ... our businesses pay effectively one of the lowest tax rates in the world.,TRUE,taxes,barack-obama
Says hes proposed the largest employer contribution to the Virginia Retirement System in history.,TRUE,pensions,bob-mcdonnell
"While the sequester is in effect, the federal government is still funding a study on duck penises.",TRUE,"animals,corrections-and-updates,federal-budget,science,sexuality",tweets
A number of the national publications have put this race in a tossup race between Democrats and Republicans. They don't know who's going to win this race.,FALSE,florida,kendrick-meek
Says New Jerseys job growth in May represents 25 percent of all the jobs created in the country.,FALSE,jobs,chris-christie
"President Obama's bill won't bring down the costs (of health care) for average Americans -- or really for very few Americans, if any.",FALSE,health-care,michele-bachmann
"The United States has more of our people in prison than Russia, China, and North Korea combined.",FALSE,"china,crime",matthew-cooke
"As usual, Hillary the Dems are trying to rig the debates so 2 are up against major NFL games.",FALSE,"debates,sports",donald-trump
Louie Gohmert of Texas blamed the mass shooting at a movie theater in Colorado on the ongoing attacks on Judeo-Christian beliefs.,FALSE,"crime,pundits,religion",gail-collins
A trade war is something very different (than curbing new trade agreements). We went down that road in the 1930s. It made the Great Depression longer and more painful.,TRUE,"economy,foreign-policy,history,trade",hillary-clinton
Taxes went down under Jerry Brown.,TRUE,"message-machine,taxes",jerry-brown
China is practicing how to blow up our satellites.,TRUE,"china,foreign-policy,military,space",marco-rubio
A lot of the problems with forest fires ...is because of bad policy (not to clear out the forests) that was put in place by environmentalists.,FALSE,"environment,natural-disasters,weather",dana-perino
Sheldon Whitehouse voted for a $525-billion tax increase on the middle class.,FALSE,"economy,health-care,message-machine-2012,taxes,voting-record",barry-hinckley
The Americans for Tax Reform pledge relates to new taxes that were going to be initiated by legislative action.,FALSE,taxes,nathan-deal
"Bernie Sanders opposes the death penalty, and Hillary Clinton supports it.",TRUE,"crime,criminal-justice",viral-image
"Palin supports ""aerial hunting of wolves and other wildlife.""",TRUE,environment,defenders-wildlife-action-fund-defenders-wildlife-
Women make only 78 percent of what men make for the same job.,FALSE,"income,jobs,labor,women,workers",viral-buzzfeed
